C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\1.PNG,363,26,520,109,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\1.PNG,163,12,329,71,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\1.PNG,1,12,97,60,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\1.PNG,1,83,117,121,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\1.PNG,543,50,705,144,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\10.PNG,622,350,814,492,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\10.PNG,631,419,757,597,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\10.PNG,558,337,664,611,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\10.PNG,535,419,610,636,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\10.PNG,486,335,556,599,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\10.PNG,437,399,499,595,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\10.PNG,375,316,488,577,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\10.PNG,284,301,416,536,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\10.PNG,232,308,372,471,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\10.PNG,11,108,999,518,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\100.PNG,266,291,306,407,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\100.PNG,243,274,281,382,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\100.PNG,213,281,251,350,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\100.PNG,186,320,251,399,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\100.PNG,148,285,235,384,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\100.PNG,111,277,209,374,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\100.PNG,90,278,172,357,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\100.PNG,1,282,87,357,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\100.PNG,54,291,101,357,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\100.PNG,69,148,590,424,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\101.PNG,375,39,467,209,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\101.PNG,282,47,403,233,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\101.PNG,261,114,345,255,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\101.PNG,184,97,296,294,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\101.PNG,106,158,258,327,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\101.PNG,9,276,202,403,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\102.PNG,163,97,469,294,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\102.PNG,163,75,418,173,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\102.PNG,157,39,405,142,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\102.PNG,139,18,352,92,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\102.PNG,1,1,400,337,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\103.PNG,423,145,514,310,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\103.PNG,388,146,488,359,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\103.PNG,365,149,452,388,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\103.PNG,297,147,390,393,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\103.PNG,238,171,350,403,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\103.PNG,207,142,323,346,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\103.PNG,155,136,297,355,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\103.PNG,119,128,266,345,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\103.PNG,72,199,154,285,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\103.PNG,22,33,592,336,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\104.PNG,24,207,155,260,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\104.PNG,46,233,202,325,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\104.PNG,1,233,66,285,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\104.PNG,154,217,283,288,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\104.PNG,243,244,351,319,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\104.PNG,217,224,343,311,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\104.PNG,137,81,578,299,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\105.PNG,48,212,106,328,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\105.PNG,79,237,233,326,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\105.PNG,338,224,431,377,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\105.PNG,91,169,196,261,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\105.PNG,155,155,227,267,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\105.PNG,201,165,267,284,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\105.PNG,254,170,300,284,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\105.PNG,294,163,336,292,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\105.PNG,66,27,523,227,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\106.PNG,65,57,473,273,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\106.PNG,8,133,327,317,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\106.PNG,1,159,247,404,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\106.PNG,233,29,526,200,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\106.PNG,332,1,610,210,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\107.PNG,228,108,1055,758,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\107.PNG,884,23,1688,684,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\108.PNG,502,778,788,1148,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\108.PNG,809,557,905,782,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\108.PNG,716,544,845,805,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\108.PNG,625,534,778,792,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\108.PNG,562,572,712,784,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\108.PNG,451,507,721,730,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\108.PNG,381,474,628,692,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\108.PNG,251,447,545,577,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\108.PNG,73,162,1165,805,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\109.PNG,628,390,892,606,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\109.PNG,673,313,769,506,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\109.PNG,557,249,689,538,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\109.PNG,549,341,629,513,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\109.PNG,459,167,583,334,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\109.PNG,366,146,542,311,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\109.PNG,276,127,419,254,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\109.PNG,554,354,636,502,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\109.PNG,495,349,595,474,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\109.PNG,373,247,499,371,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\109.PNG,459,262,581,429,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\11.PNG,1,224,237,387,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\11.PNG,96,199,269,351,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\11.PNG,1,126,121,218,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\11.PNG,50,77,245,188,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\11.PNG,191,22,295,121,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\11.PNG,284,21,402,119,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\11.PNG,367,21,487,118,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\11.PNG,250,178,541,327,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\11.PNG,383,187,689,371,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\11.PNG,615,225,775,392,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\11.PNG,756,194,800,373,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\11.PNG,501,72,730,149,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\11.PNG,624,77,800,164,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\11.PNG,451,4,669,89,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\11.PNG,629,1,776,50,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\110.PNG,84,161,314,456,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\110.PNG,154,186,368,527,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\110.PNG,313,232,448,527,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\110.PNG,417,223,572,486,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\110.PNG,486,223,677,501,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\110.PNG,537,204,788,533,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\110.PNG,530,141,772,373,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\110.PNG,580,144,800,372,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\110.PNG,4,63,787,371,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\111.PNG,65,283,192,428,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\111.PNG,120,278,266,448,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\111.PNG,244,328,399,459,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\111.PNG,320,324,478,459,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\111.PNG,420,388,583,503,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\111.PNG,634,378,761,525,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\111.PNG,1,107,1024,507,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\112.PNG,55,205,319,564,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\112.PNG,235,134,460,596,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\112.PNG,447,278,582,589,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\112.PNG,548,136,677,608,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\112.PNG,645,191,797,658,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\112.PNG,754,142,967,617,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\112.PNG,863,265,1035,617,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\112.PNG,922,143,1189,621,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\112.PNG,992,146,1226,480,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\113.PNG,4,99,1033,512,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\113.PNG,65,284,193,440,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\113.PNG,118,278,255,464,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\113.PNG,239,321,402,487,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\113.PNG,320,319,476,484,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\113.PNG,368,345,484,495,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\113.PNG,424,391,586,505,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\114.PNG,59,214,306,536,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\114.PNG,235,131,461,591,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\114.PNG,544,138,666,586,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\114.PNG,652,205,803,656,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\114.PNG,751,144,972,607,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\114.PNG,877,269,1035,610,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\114.PNG,916,140,1182,639,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\114.PNG,989,147,1242,477,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\114.PNG,449,278,563,583,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\115.PNG,329,96,453,312,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\115.PNG,128,117,319,312,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\115.PNG,43,85,265,203,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\115.PNG,520,103,600,253,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\115.PNG,460,87,600,247,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\115.PNG,1,164,69,325,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\116.PNG,104,184,198,235,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\116.PNG,202,127,262,197,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\116.PNG,220,121,271,179,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\116.PNG,234,107,295,169,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\116.PNG,255,117,313,155,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\116.PNG,249,96,322,146,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\116.PNG,268,87,330,128,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\116.PNG,272,69,335,112,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\116.PNG,272,49,325,81,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\116.PNG,25,5,300,236,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\118.PNG,378,1,647,92,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\118.PNG,399,62,685,136,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\118.PNG,422,96,703,178,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\118.PNG,422,139,733,215,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\118.PNG,430,191,749,274,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\118.PNG,423,207,755,323,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\118.PNG,409,245,783,461,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\118.PNG,399,339,738,533,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\118.PNG,52,1,607,530,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\119.PNG,190,396,312,609,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\119.PNG,246,409,356,590,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\119.PNG,292,402,423,606,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\119.PNG,363,419,456,642,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\119.PNG,409,386,545,546,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\119.PNG,471,501,627,602,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\119.PNG,521,346,670,601,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\119.PNG,611,360,761,624,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\119.PNG,867,506,1119,652,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\119.PNG,50,113,1144,607,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\119.PNG,1057,243,1208,422,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\12.PNG,1931,969,2831,1656,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\12.PNG,1464,973,1992,1373,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\12.PNG,415,979,1576,1511,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\12.PNG,429,769,1027,1077,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\12.PNG,1072,677,1374,1003,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\12.PNG,1590,703,2292,1038,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\12.PNG,747,654,964,783,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\12.PNG,290,697,564,971,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\12.PNG,1917,626,2660,934,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\12.PNG,1337,620,1913,765,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\12.PNG,870,452,1021,660,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\12.PNG,996,479,1151,683,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\12.PNG,1456,414,1619,581,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\120.PNG,148,397,322,584,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\120.PNG,242,409,375,608,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\120.PNG,295,402,429,590,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\120.PNG,432,384,576,550,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\120.PNG,482,497,665,607,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\120.PNG,529,352,680,604,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\120.PNG,474,445,592,546,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\120.PNG,623,360,750,628,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\120.PNG,851,510,1119,656,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\120.PNG,1064,233,1189,440,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\120.PNG,48,119,1137,577,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\122.PNG,432,483,626,800,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\122.PNG,527,403,857,800,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\122.PNG,543,310,965,729,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\122.PNG,660,314,1078,653,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\122.PNG,737,267,1166,597,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\122.PNG,867,194,1230,524,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\122.PNG,907,168,1279,452,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\122.PNG,941,116,1210,284,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\122.PNG,1066,86,1256,226,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\122.PNG,1026,54,1232,153,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\122.PNG,1116,4,1429,261,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\122.PNG,1,1,1139,798,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\123.PNG,1,472,797,1010,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\123.PNG,350,397,778,642,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\123.PNG,45,230,976,567,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\123.PNG,245,142,1092,350,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\123.PNG,458,4,1198,253,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\124.PNG,258,545,637,1052,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\124.PNG,396,365,895,1029,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\124.PNG,439,298,1068,905,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\124.PNG,623,295,1002,618,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\124.PNG,551,138,850,375,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\124.PNG,706,274,1165,510,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\124.PNG,797,287,1182,422,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\124.PNG,811,215,1188,363,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\124.PNG,3,62,803,1028,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\125.PNG,106,217,225,376,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\125.PNG,205,196,297,329,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\125.PNG,210,190,346,377,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\125.PNG,241,288,329,431,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\125.PNG,303,208,405,401,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\125.PNG,369,261,451,446,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\125.PNG,422,215,518,436,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\125.PNG,468,254,580,449,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\125.PNG,26,36,824,402,pig
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\126.PNG,8,197,109,402,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\126.PNG,67,192,180,387,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\126.PNG,102,189,219,402,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\126.PNG,169,193,283,357,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\126.PNG,197,224,308,415,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\126.PNG,292,208,353,407,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\126.PNG,305,181,419,412,piglet
C:\Users\lasse\Documents\GitHub\keras-retinanet-pig\data\\126.PNG,381,163,534,410,piglet
